types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Choir,chorister,9867,252,0.92214545932943,0.0844276137597529,4,25,== Career == | ==== Artistic director ====
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Choir,chorister,9867,252,0.92214545932943,0.0844276137597529,4,25,== Career == | ==== Artistic director ====
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Choir,chorister,9867,252,0.92214545932943,0.0844276137597529,4,25,== Career == | ==== Artistic director ====
