types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/German_nobility,aristocracy,327,82,0.9821482083332472,0.0168310280070938,1,4,== Biography == | === Early years ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/German_nobility,aristocracy,327,82,0.9821482083332472,0.0168310280070938,1,4,== Biography == | === Early years ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/German_nobility,aristocracy,327,82,0.9821482083332472,0.0168310280070938,1,4,== Biography == | === Early years ===
