types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/class/yago/Museum103800563,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/class/yago/Depository103177349,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/class/yago/Facility103315023,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/ontology/Museum,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/class/yago/WikicatMuseumsEstablishedIn1853,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/class/yago/WikicatMuseumsInMunich,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/class/yago/WikicatNationalMuseumsOfGermany,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/class/yago/WikicatArtMuseumsAndGalleriesInGermany,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Neue_Pinakothek,Modern Gallery,281,43,0.9808097881064444,0.0195655385043035,0,20,== Work == | === Exhibitions ===
