types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatHungerReliefOrganizations,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatInternationalCharities,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatCharitiesBasedInTheUnitedStates,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Charity108406619,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/FinancialInstitution108054721,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Foundation108406486,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatNon-governmentalOrganizations,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn2006,http://dbpedia.org/resource/FEED_Projects,FEED,21,62,0.4070598228956609,0.8288857173215016,0,59,== Discography == | === As leader ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Museum,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatMuseumsEstablishedIn1998,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatMuseumsInSheffield,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatScheduledAncientMonumentsInSouthYorkshire,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Depository103177349,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Facility103315023,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Memorial103743902,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Museum103800563,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatTechnologyMuseums,http://dbpedia.org/resource/Shepherd_Wheel,Shepherd wheel,18,5,0.9999999999820232,0.0,0,127,== Discography == | === As sideman ===
