types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MountainPass,http://dbpedia.org/resource/Backstage_pass,Backstage pass,13,29,0.9999999999973284,0.0,0,76,== References == | === Other references ===
http://dbpedia.org/class/yago/WikicatPerformingArts,http://dbpedia.org/resource/Backstage_pass,Backstage pass,13,29,0.9999999999973284,0.0,0,76,== References == | === Other references ===
http://dbpedia.org/class/yago/Art102743547,http://dbpedia.org/resource/Backstage_pass,Backstage pass,13,29,0.9999999999973284,0.0,0,76,== References == | === Other references ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Backstage_pass,Backstage pass,13,29,0.9999999999973284,0.0,0,76,== References == | === Other references ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Backstage_pass,Backstage pass,13,29,0.9999999999973284,0.0,0,76,== References == | === Other references ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Backstage_pass,Backstage pass,13,29,0.9999999999973284,0.0,0,76,== References == | === Other references ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Backstage_pass,Backstage pass,13,29,0.9999999999973284,0.0,0,76,== References == | === Other references ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Backstage_pass,Backstage pass,13,29,0.9999999999973284,0.0,0,76,== References == | === Other references ===
