types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Fog_machine,smoke machine,109,82,0.9999999999991188,0.0,3,5,== Career == | === Early career ===
http://dbpedia.org/ontology/Device,http://dbpedia.org/resource/Fog_machine,smoke machine,109,82,0.9999999999991188,0.0,3,5,== Career == | === Early career ===
http://dbpedia.org/class/yago/WikicatMachines,http://dbpedia.org/resource/Fog_machine,smoke machine,109,82,0.9999999999991188,0.0,3,5,== Career == | === Early career ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Fog_machine,smoke machine,109,82,0.9999999999991188,0.0,3,5,== Career == | === Early career ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Fog_machine,smoke machine,109,82,0.9999999999991188,0.0,3,5,== Career == | === Early career ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Fog_machine,smoke machine,109,82,0.9999999999991188,0.0,3,5,== Career == | === Early career ===
http://dbpedia.org/class/yago/Machine103699975,http://dbpedia.org/resource/Fog_machine,smoke machine,109,82,0.9999999999991188,0.0,3,5,== Career == | === Early career ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Fog_machine,smoke machine,109,82,0.9999999999991188,0.0,3,5,== Career == | === Early career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Fog_machine,smoke machine,109,82,0.9999999999991188,0.0,3,5,== Career == | === Early career ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Fog_machine,smoke machine,109,82,0.9999999999991188,0.0,3,5,== Career == | === Early career ===
