types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Pyat_Quartet,Pyat quartet,12,140,1.0,0.0,0,17,== Writer == | === Fiction ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Pyat_Quartet,Pyat quartet,12,140,1.0,0.0,0,17,== Writer == | === Fiction ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Pyat_Quartet,Pyat quartet,12,140,1.0,0.0,0,17,== Writer == | === Fiction ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Pyat_Quartet,Pyat quartet,12,140,1.0,0.0,0,17,== Writer == | === Fiction ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Pyat_Quartet,Pyat quartet,12,140,1.0,0.0,0,17,== Writer == | === Fiction ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Pyat_Quartet,Pyat quartet,12,140,1.0,0.0,0,17,== Writer == | === Fiction ===
http://dbpedia.org/class/yago/Fiction106367107,http://dbpedia.org/resource/Pyat_Quartet,Pyat quartet,12,140,1.0,0.0,0,17,== Writer == | === Fiction ===
http://dbpedia.org/class/yago/LiteraryComposition106364329,http://dbpedia.org/resource/Pyat_Quartet,Pyat quartet,12,140,1.0,0.0,0,17,== Writer == | === Fiction ===
http://dbpedia.org/class/yago/Novel106367879,http://dbpedia.org/resource/Pyat_Quartet,Pyat quartet,12,140,1.0,0.0,0,17,== Writer == | === Fiction ===
http://dbpedia.org/class/yago/WikicatNovelsByMichaelMoorcock,http://dbpedia.org/resource/Pyat_Quartet,Pyat quartet,12,140,1.0,0.0,0,17,== Writer == | === Fiction ===
