types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Allison_Russell,Allison Russell,23,146,0.9998488337490046,0.00015118910570490553,1,11,== Music career ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Kenny_White,Kenny White,22,9,0.999999999975458,0.0,0,33,== Discography == | === Appearances ===
http://dbpedia.org/ontology/City,http://dbpedia.org/resource/Kenny_White,Kenny White,22,9,0.999999999975458,0.0,0,33,== Discography == | === Appearances ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Kenny_White,Kenny White,22,9,0.999999999975458,0.0,0,33,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Kenny_White,Kenny White,22,9,0.999999999975458,0.0,0,33,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Kenny_White,Kenny White,22,9,0.999999999975458,0.0,0,33,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Kenny_White,Kenny White,22,9,0.999999999975458,0.0,0,33,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Kenny_White,Kenny White,22,9,0.999999999975458,0.0,0,33,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Kenny_White,Kenny White,22,9,0.999999999975458,0.0,0,33,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Kenny_White,Kenny White,22,9,0.999999999975458,0.0,0,33,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Kenny_White,Kenny White,22,9,0.999999999975458,0.0,0,33,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Kenny_White,Kenny White,22,9,0.999999999975458,0.0,0,33,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Kenny_White,Kenny White,22,9,0.999999999975458,0.0,0,33,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Kenny_White,Kenny White,22,9,0.999999999975458,0.0,0,33,== Discography == | === Appearances ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Two_Wolves,Two Wolves,3,24,0.9999999992551948,0.0,0,43,== Discography == | === Appearances ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Rich_in_Love,Rich In Love,28,26,0.9999999999999574,0.0,0,70,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/WikicatAmericanFilms,http://dbpedia.org/resource/Rich_in_Love,Rich In Love,28,26,0.9999999999999574,0.0,0,70,== Discography == | === Appearances ===
http://dbpedia.org/ontology/Film,http://dbpedia.org/resource/Rich_in_Love,Rich In Love,28,26,0.9999999999999574,0.0,0,70,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Rich_in_Love,Rich In Love,28,26,0.9999999999999574,0.0,0,70,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/WikicatMetro-Goldwyn-MayerFilms,http://dbpedia.org/resource/Rich_in_Love,Rich In Love,28,26,0.9999999999999574,0.0,0,70,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Rich_in_Love,Rich In Love,28,26,0.9999999999999574,0.0,0,70,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Rich_in_Love,Rich In Love,28,26,0.9999999999999574,0.0,0,70,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Rich_in_Love,Rich In Love,28,26,0.9999999999999574,0.0,0,70,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Rich_in_Love,Rich In Love,28,26,0.9999999999999574,0.0,0,70,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/Rich_in_Love,Rich In Love,28,26,0.9999999999999574,0.0,0,70,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Rich_in_Love,Rich In Love,28,26,0.9999999999999574,0.0,0,70,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Rich_in_Love,Rich In Love,28,26,0.9999999999999574,0.0,0,70,== Discography == | === Appearances ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Rich_in_Love,Rich In Love,28,26,0.9999999999999574,0.0,0,70,== Discography == | === Appearances ===
