types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Externals,externals,49,22,0.9998462734423468,0.0,3,22,== Recording career == | === Subsequent recordings ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Externals,externals,49,22,0.9998462734423468,0.0,3,22,== Recording career == | === Subsequent recordings ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Externals,externals,49,22,0.9998462734423468,0.0,3,22,== Recording career == | === Subsequent recordings ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Externals,externals,49,22,0.9998462734423468,0.0,3,22,== Recording career == | === Subsequent recordings ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Externals,externals,49,22,0.9998462734423468,0.0,3,22,== Recording career == | === Subsequent recordings ===
http://dbpedia.org/class/yago/WikicatMarvelComicsSupervillainTeams,http://dbpedia.org/resource/Externals,externals,49,22,0.9998462734423468,0.0,3,22,== Recording career == | === Subsequent recordings ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Externals,externals,49,22,0.9998462734423468,0.0,3,22,== Recording career == | === Subsequent recordings ===
http://dbpedia.org/class/yago/Team108208560,http://dbpedia.org/resource/Externals,externals,49,22,0.9998462734423468,0.0,3,22,== Recording career == | === Subsequent recordings ===
http://dbpedia.org/class/yago/Unit108189659,http://dbpedia.org/resource/Externals,externals,49,22,0.9998462734423468,0.0,3,22,== Recording career == | === Subsequent recordings ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Externals,externals,49,22,0.9998462734423468,0.0,3,22,== Recording career == | === Subsequent recordings ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Externals,externals,49,22,0.9998462734423468,0.0,3,22,== Recording career == | === Subsequent recordings ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Externals,externals,49,22,0.9998462734423468,0.0,3,22,== Recording career == | === Subsequent recordings ===
