types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/UKF_Music,UKF Music,52,40,1.0,0.0,0,67,== Discography == | === Remixes ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/UKF_Music,UKF Music,52,40,1.0,0.0,0,67,== Discography == | === Remixes ===
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/UKF_Music,UKF Music,52,40,1.0,0.0,0,67,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/UKF_Music,UKF Music,52,40,1.0,0.0,0,67,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/UKF_Music,UKF Music,52,40,1.0,0.0,0,67,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Name106333653,http://dbpedia.org/resource/UKF_Music,UKF Music,52,40,1.0,0.0,0,67,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/UKF_Music,UKF Music,52,40,1.0,0.0,0,67,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/UKF_Music,UKF Music,52,40,1.0,0.0,0,67,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/TradeName106845599,http://dbpedia.org/resource/UKF_Music,UKF Music,52,40,1.0,0.0,0,67,== Discography == | === Remixes ===
