types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Eurovision_Song_Contest_1971,Eurovision Song Contest 1971,167,25,1.0,0.0,0,123,== UK television appearances == | === 1970s ===
http://dbpedia.org/ontology/SoccerTournament,http://dbpedia.org/resource/Eurovision_Song_Contest_1971,Eurovision Song Contest 1971,167,25,1.0,0.0,0,123,== UK television appearances == | === 1970s ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Eurovision_Song_Contest_1971,Eurovision Song Contest 1971,167,25,1.0,0.0,0,123,== UK television appearances == | === 1970s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Eurovision_Song_Contest_1971,Eurovision Song Contest 1971,167,25,1.0,0.0,0,123,== UK television appearances == | === 1970s ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Eurovision_Song_Contest_1971,Eurovision Song Contest 1971,167,25,1.0,0.0,0,123,== UK television appearances == | === 1970s ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Eurovision_Song_Contest_1971,Eurovision Song Contest 1971,167,25,1.0,0.0,0,123,== UK television appearances == | === 1970s ===
http://dbpedia.org/class/yago/WikicatEventsInIreland,http://dbpedia.org/resource/Eurovision_Song_Contest_1971,Eurovision Song Contest 1971,167,25,1.0,0.0,0,123,== UK television appearances == | === 1970s ===
