types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Five_Megillot,Five Scrolls,127,13,1.0,0.0,0,46,== Discography == | === Other works ===
http://dbpedia.org/class/yago/WikicatJewishTexts,http://dbpedia.org/resource/Five_Megillot,Five Scrolls,127,13,1.0,0.0,0,46,== Discography == | === Other works ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Five_Megillot,Five Scrolls,127,13,1.0,0.0,0,46,== Discography == | === Other works ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Five_Megillot,Five Scrolls,127,13,1.0,0.0,0,46,== Discography == | === Other works ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Five_Megillot,Five Scrolls,127,13,1.0,0.0,0,46,== Discography == | === Other works ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Five_Megillot,Five Scrolls,127,13,1.0,0.0,0,46,== Discography == | === Other works ===
http://dbpedia.org/class/yago/Matter106365467,http://dbpedia.org/resource/Five_Megillot,Five Scrolls,127,13,1.0,0.0,0,46,== Discography == | === Other works ===
http://dbpedia.org/class/yago/Text106387980,http://dbpedia.org/resource/Five_Megillot,Five Scrolls,127,13,1.0,0.0,0,46,== Discography == | === Other works ===
