types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Watchmaker,watch dealer,798,26,1.0,0.0,0,73,== Personal life == | === Controversies ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Watchmaker,watch dealer,798,26,1.0,0.0,0,73,== Personal life == | === Controversies ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Watchmaker,watch dealer,798,26,1.0,0.0,0,73,== Personal life == | === Controversies ===
