types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Woodblock_printing_in_Japan,woodblock printer,491,71,1.0,0.0,3,10,== Work == | === Prints ===
http://dbpedia.org/class/yago/Art102743547,http://dbpedia.org/resource/Woodblock_printing_in_Japan,woodblock printer,491,71,1.0,0.0,3,10,== Work == | === Prints ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Woodblock_printing_in_Japan,woodblock printer,491,71,1.0,0.0,3,10,== Work == | === Prints ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Woodblock_printing_in_Japan,woodblock printer,491,71,1.0,0.0,3,10,== Work == | === Prints ===
http://dbpedia.org/ontology/TopicalConcept,http://dbpedia.org/resource/Woodblock_printing_in_Japan,woodblock printer,491,71,1.0,0.0,3,10,== Work == | === Prints ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Woodblock_printing_in_Japan,woodblock printer,491,71,1.0,0.0,3,10,== Work == | === Prints ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Woodblock_printing_in_Japan,woodblock printer,491,71,1.0,0.0,3,10,== Work == | === Prints ===
http://dbpedia.org/class/yago/WikicatArtsInJapan,http://dbpedia.org/resource/Woodblock_printing_in_Japan,woodblock printer,491,71,1.0,0.0,3,10,== Work == | === Prints ===
