types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/ontology/IceHockeyPlayer,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/ontology/University,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://umbel.org/umbel/rc/EducationalOrganization,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://umbel.org/umbel/rc/Organization,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://umbel.org/umbel/rc/University,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/WikicatMilitaryAcademiesOfTheUnitedKingdom,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/Academy108277805,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/EducationalInstitution108276342,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/MilitaryAcademy108279524,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/School108276720,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/University108286569,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
http://dbpedia.org/class/yago/WikicatOrganisationsBasedInDevon,http://dbpedia.org/resource/Commando_Training_Centre_Royal_Marines,Lympstone,82,64,0.9981072329585328,0.0018963521695809,3,9,== History == | === Subsequent activities ===
