types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Bushcraft,Woodlore,99,0,0.9999991049762568,5.397001478041364e-07,1,14,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/WikicatBritishPeople,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/WikicatBritishTelevisionComposers,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Wikicat20th-centuryClassicalComposers,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Wikicat20th-centuryComposers,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Wikicat21st-centuryClassicalComposers,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/WikicatEnglishFilmScoreComposers,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
