types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Bushcraft,Woodlore,99,0,0.9999991049762568,5.397001478041364e-07,1,14,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Bushcraft,Woodlore,99,0,0.9999991049762568,5.397001478041364e-07,1,14,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Bushcraft,Woodlore,99,0,0.9999991049762568,5.397001478041364e-07,1,14,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Bushcraft,Woodlore,99,0,0.9999991049762568,5.397001478041364e-07,1,14,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/Skill105637558,http://dbpedia.org/resource/Bushcraft,Woodlore,99,0,0.9999991049762568,5.397001478041364e-07,1,14,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/WikicatSurvivalSkills,http://dbpedia.org/resource/Bushcraft,Woodlore,99,0,0.9999991049762568,5.397001478041364e-07,1,14,== Discography == | === As leader/co-leader ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/WikicatAlumniOfTheGuildhallSchoolOfMusicAndDrama,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
http://dbpedia.org/class/yago/WikicatBritishComposers,http://dbpedia.org/resource/Christopher_Gunning,Chris Gunning,50,26,0.9999999999997868,0.0,1,31,== Discography == | === As leader/co-leader ===
