types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/City_West,City West,32,79,0.9891172299772272,0.0068100981963662,8,13,== Life and career == | === Paul Weller ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/City_West,City West,32,79,0.9891172299772272,0.0068100981963662,8,13,== Life and career == | === Paul Weller ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/City_West,City West,32,79,0.9891172299772272,0.0068100981963662,8,13,== Life and career == | === Paul Weller ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/City_West,City West,32,79,0.9891172299772272,0.0068100981963662,8,13,== Life and career == | === Paul Weller ===
http://dbpedia.org/class/yago/TopographicPoint108664443,http://dbpedia.org/resource/City_West,City West,32,79,0.9891172299772272,0.0068100981963662,8,13,== Life and career == | === Paul Weller ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/City_West,City West,32,79,0.9891172299772272,0.0068100981963662,8,13,== Life and career == | === Paul Weller ===
http://dbpedia.org/class/yago/Point108620061,http://dbpedia.org/resource/City_West,City West,32,79,0.9891172299772272,0.0068100981963662,8,13,== Life and career == | === Paul Weller ===
http://dbpedia.org/class/yago/WikicatZonesOfBerlin,http://dbpedia.org/resource/City_West,City West,32,79,0.9891172299772272,0.0068100981963662,8,13,== Life and career == | === Paul Weller ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/City_West,City West,32,79,0.9891172299772272,0.0068100981963662,8,13,== Life and career == | === Paul Weller ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/City_West,City West,32,79,0.9891172299772272,0.0068100981963662,8,13,== Life and career == | === Paul Weller ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/City_West,City West,32,79,0.9891172299772272,0.0068100981963662,8,13,== Life and career == | === Paul Weller ===
http://dbpedia.org/class/yago/Zone108688247,http://dbpedia.org/resource/City_West,City West,32,79,0.9891172299772272,0.0068100981963662,8,13,== Life and career == | === Paul Weller ===
