types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Arms_industry,arms trade,1434,70,0.9620059982938144,0.039494151193007,1,8,== Life and career == | === Zeros (2019–present) ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Arms_industry,arms trade,1434,70,0.9620059982938144,0.039494151193007,1,8,== Life and career == | === Zeros (2019–present) ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Arms_industry,arms trade,1434,70,0.9620059982938144,0.039494151193007,1,8,== Life and career == | === Zeros (2019–present) ===
