types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Kinderszenen,Scenes From Childhood,59,33,1.0,0.0,0,49,== Recordings == | === Trio ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Kinderszenen,Scenes From Childhood,59,33,1.0,0.0,0,49,== Recordings == | === Trio ===
http://dbpedia.org/class/yago/Part103892891,http://dbpedia.org/resource/Kinderszenen,Scenes From Childhood,59,33,1.0,0.0,0,49,== Recordings == | === Trio ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Kinderszenen,Scenes From Childhood,59,33,1.0,0.0,0,49,== Recordings == | === Trio ===
http://dbpedia.org/class/yago/Piece103932203,http://dbpedia.org/resource/Kinderszenen,Scenes From Childhood,59,33,1.0,0.0,0,49,== Recordings == | === Trio ===
http://dbpedia.org/class/yago/WikicatSoloPianoPieces,http://dbpedia.org/resource/Kinderszenen,Scenes From Childhood,59,33,1.0,0.0,0,49,== Recordings == | === Trio ===
