types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Postmodern_art,post-modern art,266,9,1.0,0.0,1,11,== Career == | === Controversial creations ===
http://dbpedia.org/class/yago/Oeuvre103841417,http://dbpedia.org/resource/Postmodern_art,post-modern art,266,9,1.0,0.0,1,11,== Career == | === Controversial creations ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Postmodern_art,post-modern art,266,9,1.0,0.0,1,11,== Career == | === Controversial creations ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Postmodern_art,post-modern art,266,9,1.0,0.0,1,11,== Career == | === Controversial creations ===
http://dbpedia.org/class/yago/EndProduct103287178,http://dbpedia.org/resource/Postmodern_art,post-modern art,266,9,1.0,0.0,1,11,== Career == | === Controversial creations ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Postmodern_art,post-modern art,266,9,1.0,0.0,1,11,== Career == | === Controversial creations ===
http://dbpedia.org/class/yago/WikicatPostmodernWorks,http://dbpedia.org/resource/Postmodern_art,post-modern art,266,9,1.0,0.0,1,11,== Career == | === Controversial creations ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Postmodern_art,post-modern art,266,9,1.0,0.0,1,11,== Career == | === Controversial creations ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Postmodern_art,post-modern art,266,9,1.0,0.0,1,11,== Career == | === Controversial creations ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Postmodern_art,post-modern art,266,9,1.0,0.0,1,11,== Career == | === Controversial creations ===
