types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Dive_bomber,Divebomb,1255,49,1.0,0.0,0,19,== Resurfacing == | === Sledge/Leather Project ===
http://dbpedia.org/ontology/Aircraft,http://dbpedia.org/resource/Dive_bomber,Divebomb,1255,49,1.0,0.0,0,19,== Resurfacing == | === Sledge/Leather Project ===
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/resource/Dive_bomber,Divebomb,1255,49,1.0,0.0,0,19,== Resurfacing == | === Sledge/Leather Project ===
