types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/ontology/River,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatInternationalRiversOfSouthAmerica,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatBorderRivers,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatRiversOfArgentina,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatRiversOfBolivia,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatRiversOfSouthAmerica,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatRiversOfTarijaDepartment,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/BodyOfWater109225146,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Branch109228324,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Feeder109278997,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/River109411430,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Stream109448361,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/Thing100002452,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatTributariesOfTheParaguayRiver,http://dbpedia.org/resource/Bermejo_River,Bermejo,82,101,0.997270307321229,0.0026955641251528,0,4,== Biography == | === Career ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatAfrican-AmericanPeople,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatPeopleFromNewYorkCity,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatPeopleOfNewNetherland,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatDominicanRepublicPeople,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
http://dbpedia.org/class/yago/WikicatDominicanRepublicPeopleOfPortugueseDescent,http://dbpedia.org/resource/Juan_(Jan)_Rodriguez,Juan Rodriguez,22,124,0.999997241022979,0.0,4,5,== Biography == | === Career ===
