types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAttacksOnPlacesOfWorship,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/WikicatReligiousRiots,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/Aggression100964569,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/Attack100972621,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/Operation100955060,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/Riot101170502,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/Violence100965404,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
http://dbpedia.org/class/yago/Wikicat16th-centuryRiots,http://dbpedia.org/resource/Beeldenstorm,iconoclasm,182,24,0.6675746388450632,0.4918112746844126,0,50,== Symbolism == | === Iconoclasm ===
