types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Philippine_nationality_law,Filipino citizenship,192,158,0.999999999999801,0.0,0,0,
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Philippine_nationality_law,Filipino citizenship,192,158,0.999999999999801,0.0,0,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Nung_language_(Sino-Tibetan),Anong,35,1,0.9725582794080232,0.0,0,23,== Discography == | === Singles ===
http://dbpedia.org/ontology/Language,http://dbpedia.org/resource/Nung_language_(Sino-Tibetan),Anong,35,1,0.9725582794080232,0.0,0,23,== Discography == | === Singles ===
http://umbel.org/umbel/rc/Language,http://dbpedia.org/resource/Nung_language_(Sino-Tibetan),Anong,35,1,0.9725582794080232,0.0,0,23,== Discography == | === Singles ===
