types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Alternative_Nation_festival,Alternative Nation,13,189,0.9999991590815523,8.409191604894358e-07,10,4,== History == | === Formation ===
http://dbpedia.org/class/yago/WikicatMusicFestivalsInAustralia,http://dbpedia.org/resource/Alternative_Nation_festival,Alternative Nation,13,189,0.9999991590815523,8.409191604894358e-07,10,4,== History == | === Formation ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Alternative_Nation_festival,Alternative Nation,13,189,0.9999991590815523,8.409191604894358e-07,10,4,== History == | === Formation ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Alternative_Nation_festival,Alternative Nation,13,189,0.9999991590815523,8.409191604894358e-07,10,4,== History == | === Formation ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Alternative_Nation_festival,Alternative Nation,13,189,0.9999991590815523,8.409191604894358e-07,10,4,== History == | === Formation ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Alternative_Nation_festival,Alternative Nation,13,189,0.9999991590815523,8.409191604894358e-07,10,4,== History == | === Formation ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Alternative_Nation_festival,Alternative Nation,13,189,0.9999991590815523,8.409191604894358e-07,10,4,== History == | === Formation ===
