types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/London_symphonies,London Symphonies,38,89,1.0,0.0,2,37,== Musicianship == | === Musical tastes ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/London_symphonies,London Symphonies,38,89,1.0,0.0,2,37,== Musicianship == | === Musical tastes ===
http://dbpedia.org/class/yago/ClassicalMusic107025900,http://dbpedia.org/resource/London_symphonies,London Symphonies,38,89,1.0,0.0,2,37,== Musicianship == | === Musical tastes ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/London_symphonies,London Symphonies,38,89,1.0,0.0,2,37,== Musicianship == | === Musical tastes ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/London_symphonies,London Symphonies,38,89,1.0,0.0,2,37,== Musicianship == | === Musical tastes ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/London_symphonies,London Symphonies,38,89,1.0,0.0,2,37,== Musicianship == | === Musical tastes ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/London_symphonies,London Symphonies,38,89,1.0,0.0,2,37,== Musicianship == | === Musical tastes ===
http://dbpedia.org/class/yago/Sonata107044088,http://dbpedia.org/resource/London_symphonies,London Symphonies,38,89,1.0,0.0,2,37,== Musicianship == | === Musical tastes ===
http://dbpedia.org/class/yago/Symphony107044760,http://dbpedia.org/resource/London_symphonies,London Symphonies,38,89,1.0,0.0,2,37,== Musicianship == | === Musical tastes ===
http://dbpedia.org/class/yago/WikicatSymphoniesByJosephHaydn,http://dbpedia.org/resource/London_symphonies,London Symphonies,38,89,1.0,0.0,2,37,== Musicianship == | === Musical tastes ===
