types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Sex_toy,sex toys,471,27,1.0,0.0,4,13,== Career == | === Other work ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Sex_toy,sex toys,471,27,1.0,0.0,4,13,== Career == | === Other work ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Sex_toy,sex toys,471,27,1.0,0.0,4,13,== Career == | === Other work ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Sex_toy,sex toys,471,27,1.0,0.0,4,13,== Career == | === Other work ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Sex_toy,sex toys,471,27,1.0,0.0,4,13,== Career == | === Other work ===
http://dbpedia.org/class/yago/Plaything103964744,http://dbpedia.org/resource/Sex_toy,sex toys,471,27,1.0,0.0,4,13,== Career == | === Other work ===
http://dbpedia.org/class/yago/WikicatSexToys,http://dbpedia.org/resource/Sex_toy,sex toys,471,27,1.0,0.0,4,13,== Career == | === Other work ===
