types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Total_Science,Total Science,27,0,0.9999999817156324,0.0,0,9,== Discography == | === Remixes ===
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Total_Science,Total Science,27,0,0.9999999817156324,0.0,0,9,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/WikicatBritishElectronicMusicGroups,http://dbpedia.org/resource/Total_Science,Total Science,27,0,0.9999999817156324,0.0,0,9,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Total_Science,Total Science,27,0,0.9999999817156324,0.0,0,9,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Total_Science,Total Science,27,0,0.9999999817156324,0.0,0,9,== Discography == | === Remixes ===
