types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/School,http://dbpedia.org/resource/Medical_degree,medical degree,351,101,0.8719759514254989,0.1460892205330828,2,2,== Biography ==
http://dbpedia.org/class/yago/WikicatAcademicDegrees,http://dbpedia.org/resource/Medical_degree,medical degree,351,101,0.8719759514254989,0.1460892205330828,2,2,== Biography ==
http://dbpedia.org/ontology/University,http://dbpedia.org/resource/Medical_degree,medical degree,351,101,0.8719759514254989,0.1460892205330828,2,2,== Biography ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Medical_degree,medical degree,351,101,0.8719759514254989,0.1460892205330828,2,2,== Biography ==
http://dbpedia.org/class/yago/AcademicDegree106697331,http://dbpedia.org/resource/Medical_degree,medical degree,351,101,0.8719759514254989,0.1460892205330828,2,2,== Biography ==
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Medical_degree,medical degree,351,101,0.8719759514254989,0.1460892205330828,2,2,== Biography ==
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Medical_degree,medical degree,351,101,0.8719759514254989,0.1460892205330828,2,2,== Biography ==
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Medical_degree,medical degree,351,101,0.8719759514254989,0.1460892205330828,2,2,== Biography ==
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Medical_degree,medical degree,351,101,0.8719759514254989,0.1460892205330828,2,2,== Biography ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/WikicatItalianFilms,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/ontology/Film,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/Wikicat1989Films,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
http://dbpedia.org/class/yago/WikicatFilmsDirectedByGabrieleSalvatores,http://dbpedia.org/resource/Marrakech_Express,Marrakech Express,24,14,0.9999999999998436,0.0,3,4,== Biography ==
