types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatArchitecturalElements,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/WikicatHeraldicCharges,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/ontology/Plant,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/WikicatChristianSymbols,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/WikicatNationalSymbolsOfFrance,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/WikicatReligiousSymbols,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Attack100972621,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Charge100974762,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Component105868954,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Feature105849789,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Operation100955060,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Part105867413,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Property105849040,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/WikicatGardenFeatures,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
http://dbpedia.org/class/yago/WikicatSymbols,http://dbpedia.org/resource/Fleur-de-lis,Fleur-de-lis,1408,27,0.9929893945754804,0.0070600767131545,0,28,== Equipment == | === Guitar ===
