types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Work,http://dbpedia.org/resource/Star_Mega_Jam,Star Mega Jam,4,148,1.0,0.0,0,15,== Career == | === 2008 ===
http://dbpedia.org/class/yago/WikicatMusicFestivalsInNigeria,http://dbpedia.org/resource/Star_Mega_Jam,Star Mega Jam,4,148,1.0,0.0,0,15,== Career == | === 2008 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Star_Mega_Jam,Star Mega Jam,4,148,1.0,0.0,0,15,== Career == | === 2008 ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Star_Mega_Jam,Star Mega Jam,4,148,1.0,0.0,0,15,== Career == | === 2008 ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Star_Mega_Jam,Star Mega Jam,4,148,1.0,0.0,0,15,== Career == | === 2008 ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Star_Mega_Jam,Star Mega Jam,4,148,1.0,0.0,0,15,== Career == | === 2008 ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Star_Mega_Jam,Star Mega Jam,4,148,1.0,0.0,0,15,== Career == | === 2008 ===
