types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Surrealism,surreal film,6348,61,0.9999999999998296,0.0,0,25,== Career == | === Directing ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Surrealism,surreal film,6348,61,0.9999999999998296,0.0,0,25,== Career == | === Directing ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Surrealism,surreal film,6348,61,0.9999999999998296,0.0,0,25,== Career == | === Directing ===
