types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Remand_(detention),denied bond,794,7,0.999999894786731,0.0,5,44,== Legal issues == | === 2013–2014 ===
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Remand_(detention),denied bond,794,7,0.999999894786731,0.0,5,44,== Legal issues == | === 2013–2014 ===
http://dbpedia.org/class/yago/WikicatLawEnforcementAgencyPowers,http://dbpedia.org/resource/Remand_(detention),denied bond,794,7,0.999999894786731,0.0,5,44,== Legal issues == | === 2013–2014 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Remand_(detention),denied bond,794,7,0.999999894786731,0.0,5,44,== Legal issues == | === 2013–2014 ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Remand_(detention),denied bond,794,7,0.999999894786731,0.0,5,44,== Legal issues == | === 2013–2014 ===
http://dbpedia.org/class/yago/Power105190804,http://dbpedia.org/resource/Remand_(detention),denied bond,794,7,0.999999894786731,0.0,5,44,== Legal issues == | === 2013–2014 ===
http://dbpedia.org/class/yago/Quality104723816,http://dbpedia.org/resource/Remand_(detention),denied bond,794,7,0.999999894786731,0.0,5,44,== Legal issues == | === 2013–2014 ===
