types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Coca,coca,1205,19,0.9999999872282928,1.2764594197912797e-08,0,74,== Discography == | === Singles ===
http://umbel.org/umbel/rc/BiologicalLivingObject,http://dbpedia.org/resource/Coca,coca,1205,19,0.9999999872282928,1.2764594197912797e-08,0,74,== Discography == | === Singles ===
http://umbel.org/umbel/rc/EukaryoticCell,http://dbpedia.org/resource/Coca,coca,1205,19,0.9999999872282928,1.2764594197912797e-08,0,74,== Discography == | === Singles ===
http://umbel.org/umbel/rc/FloweringPlant,http://dbpedia.org/resource/Coca,coca,1205,19,0.9999999872282928,1.2764594197912797e-08,0,74,== Discography == | === Singles ===
http://umbel.org/umbel/rc/Plant,http://dbpedia.org/resource/Coca,coca,1205,19,0.9999999872282928,1.2764594197912797e-08,0,74,== Discography == | === Singles ===
