types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Salat_al-Janazah,Janazah,125,66,0.8456148302696855,0.18257150206177,1,125,== Death == | === Memorial ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Salat_al-Janazah,Janazah,125,66,0.8456148302696855,0.18257150206177,1,125,== Death == | === Memorial ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Salat_al-Janazah,Janazah,125,66,0.8456148302696855,0.18257150206177,1,125,== Death == | === Memorial ===
http://dbpedia.org/class/yago/Continuance101017987,http://dbpedia.org/resource/Salat_al-Janazah,Janazah,125,66,0.8456148302696855,0.18257150206177,1,125,== Death == | === Memorial ===
http://dbpedia.org/class/yago/Custom100413239,http://dbpedia.org/resource/Salat_al-Janazah,Janazah,125,66,0.8456148302696855,0.18257150206177,1,125,== Death == | === Memorial ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Salat_al-Janazah,Janazah,125,66,0.8456148302696855,0.18257150206177,1,125,== Death == | === Memorial ===
http://dbpedia.org/class/yago/Practice100410247,http://dbpedia.org/resource/Salat_al-Janazah,Janazah,125,66,0.8456148302696855,0.18257150206177,1,125,== Death == | === Memorial ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Salat_al-Janazah,Janazah,125,66,0.8456148302696855,0.18257150206177,1,125,== Death == | === Memorial ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Salat_al-Janazah,Janazah,125,66,0.8456148302696855,0.18257150206177,1,125,== Death == | === Memorial ===
http://dbpedia.org/ontology/Song,http://dbpedia.org/resource/Salat_al-Janazah,Janazah,125,66,0.8456148302696855,0.18257150206177,1,125,== Death == | === Memorial ===
http://dbpedia.org/class/yago/Survival101022178,http://dbpedia.org/resource/Salat_al-Janazah,Janazah,125,66,0.8456148302696855,0.18257150206177,1,125,== Death == | === Memorial ===
http://dbpedia.org/class/yago/WikicatDeathCustoms,http://dbpedia.org/resource/Salat_al-Janazah,Janazah,125,66,0.8456148302696855,0.18257150206177,1,125,== Death == | === Memorial ===
