types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Porcelain,porcelain,4407,10,0.9993770129416066,0.00038502646856792194,3,26,== Destructive behaviour == | === Exploding toilets ===
http://dbpedia.org/ontology/ChemicalCompound,http://dbpedia.org/resource/Porcelain,porcelain,4407,10,0.9993770129416066,0.00038502646856792194,3,26,== Destructive behaviour == | === Exploding toilets ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Porcelain,porcelain,4407,10,0.9993770129416066,0.00038502646856792194,3,26,== Destructive behaviour == | === Exploding toilets ===
