types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatCivilizations,http://dbpedia.org/resource/Greco-Roman_world,Greco-Roman culture,976,36,1.0,0.0,0,22,== Works == | === De arithmetica ===
http://dbpedia.org/class/yago/WikicatClassicalCivilizations,http://dbpedia.org/resource/Greco-Roman_world,Greco-Roman culture,976,36,1.0,0.0,0,22,== Works == | === De arithmetica ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Greco-Roman_world,Greco-Roman culture,976,36,1.0,0.0,0,22,== Works == | === De arithmetica ===
http://dbpedia.org/class/yago/Civilization108111783,http://dbpedia.org/resource/Greco-Roman_world,Greco-Roman culture,976,36,1.0,0.0,0,22,== Works == | === De arithmetica ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Greco-Roman_world,Greco-Roman culture,976,36,1.0,0.0,0,22,== Works == | === De arithmetica ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Greco-Roman_world,Greco-Roman culture,976,36,1.0,0.0,0,22,== Works == | === De arithmetica ===
http://dbpedia.org/class/yago/Society107966140,http://dbpedia.org/resource/Greco-Roman_world,Greco-Roman culture,976,36,1.0,0.0,0,22,== Works == | === De arithmetica ===
