types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/WikicatCivilizations,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/WikicatCountryClassifications,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/WikicatCulturalConcepts,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/Categorization101012712,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/Civilization108111783,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/Grouping101012360,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
http://dbpedia.org/class/yago/Society107966140,http://dbpedia.org/resource/Western_world,western society,7525,143,0.9404487637762496,0.0633221484173471,2,37,== Ideas == | === Urban civilization ===
