types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Sphinx,Sphynx,1204,14,0.9969996440049624,0.003009384566663,0,57,== Discography == | === As producer ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Sphinx,Sphynx,1204,14,0.9969996440049624,0.003009384566663,0,57,== Discography == | === As producer ===
http://dbpedia.org/ontology/FictionalCharacter,http://dbpedia.org/resource/Sphinx,Sphynx,1204,14,0.9969996440049624,0.003009384566663,0,57,== Discography == | === As producer ===
