types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/WikicatJudeo-ChristianTopics,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/ontology/Song,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/Worship101028655,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/WikicatRomanCatholicPrayers,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/WikicatSayingsOfJesus,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/Prayer101041968,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/Saying107151380,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/Speech107109196,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
http://dbpedia.org/class/yago/Subject106599788,http://dbpedia.org/resource/Lord's_Prayer,Our father,1188,0,0.9992643225293796,0.0004959466724312788,10,24,== Personal life == | === Incest allegations ===
