types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Amazons,Amazonian women,1639,191,1.0,0.0,2,17,== Career == | === Later career ===
http://dbpedia.org/class/yago/WikicatAncientGreecePeoples,http://dbpedia.org/resource/Amazons,Amazonian women,1639,191,1.0,0.0,2,17,== Career == | === Later career ===
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/resource/Amazons,Amazonian women,1639,191,1.0,0.0,2,17,== Career == | === Later career ===
http://dbpedia.org/class/yago/WikicatMythologicalPeoples,http://dbpedia.org/resource/Amazons,Amazonian women,1639,191,1.0,0.0,2,17,== Career == | === Later career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Amazons,Amazonian women,1639,191,1.0,0.0,2,17,== Career == | === Later career ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Amazons,Amazonian women,1639,191,1.0,0.0,2,17,== Career == | === Later career ===
http://dbpedia.org/class/yago/People107942152,http://dbpedia.org/resource/Amazons,Amazonian women,1639,191,1.0,0.0,2,17,== Career == | === Later career ===
