types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Sephardic_music,Sephardic Music,44,102,1.0,0.0,4,5,== Career == | === Early career ===
http://dbpedia.org/class/yago/WikicatSephardiJewsTopics,http://dbpedia.org/resource/Sephardic_music,Sephardic Music,44,102,1.0,0.0,4,5,== Career == | === Early career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Sephardic_music,Sephardic Music,44,102,1.0,0.0,4,5,== Career == | === Early career ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Sephardic_music,Sephardic Music,44,102,1.0,0.0,4,5,== Career == | === Early career ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Sephardic_music,Sephardic Music,44,102,1.0,0.0,4,5,== Career == | === Early career ===
http://dbpedia.org/class/yago/Subject106599788,http://dbpedia.org/resource/Sephardic_music,Sephardic Music,44,102,1.0,0.0,4,5,== Career == | === Early career ===
