types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAmericanFootballRecordsAndStatistics,http://dbpedia.org/resource/99-yard_pass_play,longest pass,22,187,1.0,0.0,1,13,== Professional career == | === Pittsburgh Steelers ===
http://dbpedia.org/ontology/Play,http://dbpedia.org/resource/99-yard_pass_play,longest pass,22,187,1.0,0.0,1,13,== Professional career == | === Pittsburgh Steelers ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/99-yard_pass_play,longest pass,22,187,1.0,0.0,1,13,== Professional career == | === Pittsburgh Steelers ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/99-yard_pass_play,longest pass,22,187,1.0,0.0,1,13,== Professional career == | === Pittsburgh Steelers ===
http://dbpedia.org/class/yago/Evidence106643408,http://dbpedia.org/resource/99-yard_pass_play,longest pass,22,187,1.0,0.0,1,13,== Professional career == | === Pittsburgh Steelers ===
http://dbpedia.org/class/yago/Indication106797169,http://dbpedia.org/resource/99-yard_pass_play,longest pass,22,187,1.0,0.0,1,13,== Professional career == | === Pittsburgh Steelers ===
http://dbpedia.org/class/yago/Record106647206,http://dbpedia.org/resource/99-yard_pass_play,longest pass,22,187,1.0,0.0,1,13,== Professional career == | === Pittsburgh Steelers ===
