types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Anvil,anvils,546,211,0.9999993257918331,6.53454847859125e-07,0,53,== Attributed discoveries == | === In music ===
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Anvil,anvils,546,211,0.9999993257918331,6.53454847859125e-07,0,53,== Attributed discoveries == | === In music ===
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/resource/Anvil,anvils,546,211,0.9999993257918331,6.53454847859125e-07,0,53,== Attributed discoveries == | === In music ===
