types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/New_Soviet_man,Soviet man,64,330,1.0,0.0,10,10,== Biography == | ==== 1971–1973 ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/New_Soviet_man,Soviet man,64,330,1.0,0.0,10,10,== Biography == | ==== 1971–1973 ====
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/New_Soviet_man,Soviet man,64,330,1.0,0.0,10,10,== Biography == | ==== 1971–1973 ====
http://dbpedia.org/class/yago/Neologism106294441,http://dbpedia.org/resource/New_Soviet_man,Soviet man,64,330,1.0,0.0,10,10,== Biography == | ==== 1971–1973 ====
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/New_Soviet_man,Soviet man,64,330,1.0,0.0,10,10,== Biography == | ==== 1971–1973 ====
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/New_Soviet_man,Soviet man,64,330,1.0,0.0,10,10,== Biography == | ==== 1971–1973 ====
http://dbpedia.org/class/yago/WikicatNeologisms,http://dbpedia.org/resource/New_Soviet_man,Soviet man,64,330,1.0,0.0,10,10,== Biography == | ==== 1971–1973 ====
