types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Tolex,tolex,53,155,1.0,0.0,0,32,== Equipment == | === Amplification ===
http://dbpedia.org/class/yago/Material114580897,http://dbpedia.org/resource/Tolex,tolex,53,155,1.0,0.0,0,32,== Equipment == | === Amplification ===
http://dbpedia.org/class/yago/Matter100020827,http://dbpedia.org/resource/Tolex,tolex,53,155,1.0,0.0,0,32,== Equipment == | === Amplification ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Tolex,tolex,53,155,1.0,0.0,0,32,== Equipment == | === Amplification ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Tolex,tolex,53,155,1.0,0.0,0,32,== Equipment == | === Amplification ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Tolex,tolex,53,155,1.0,0.0,0,32,== Equipment == | === Amplification ===
http://dbpedia.org/class/yago/Substance100019613,http://dbpedia.org/resource/Tolex,tolex,53,155,1.0,0.0,0,32,== Equipment == | === Amplification ===
http://dbpedia.org/class/yago/WikicatSyntheticMaterials,http://dbpedia.org/resource/Tolex,tolex,53,155,1.0,0.0,0,32,== Equipment == | === Amplification ===
