types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Doll_by_Doll,Doll By Doll,14,0,1.0,0.0,0,32,== Discography == | === As producer ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Doll_by_Doll,Doll By Doll,14,0,1.0,0.0,0,32,== Discography == | === As producer ===
http://dbpedia.org/class/yago/WikicatScottishBands,http://dbpedia.org/resource/Doll_by_Doll,Doll By Doll,14,0,1.0,0.0,0,32,== Discography == | === As producer ===
http://dbpedia.org/class/yago/WikicatScottishRockMusicGroups,http://dbpedia.org/resource/Doll_by_Doll,Doll By Doll,14,0,1.0,0.0,0,32,== Discography == | === As producer ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Doll_by_Doll,Doll By Doll,14,0,1.0,0.0,0,32,== Discography == | === As producer ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Doll_by_Doll,Doll By Doll,14,0,1.0,0.0,0,32,== Discography == | === As producer ===
http://dbpedia.org/class/yago/Set108240169,http://dbpedia.org/resource/Doll_by_Doll,Doll By Doll,14,0,1.0,0.0,0,32,== Discography == | === As producer ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Doll_by_Doll,Doll By Doll,14,0,1.0,0.0,0,32,== Discography == | === As producer ===
