types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Wildlife_photography,wildlife photography,119,121,0.9999999999990052,0.0,1,9,== Biography == | === Later films ===
http://dbpedia.org/class/yago/WikicatAnimalsInArt,http://dbpedia.org/resource/Wildlife_photography,wildlife photography,119,121,0.9999999999990052,0.0,1,9,== Biography == | === Later films ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Wildlife_photography,wildlife photography,119,121,0.9999999999990052,0.0,1,9,== Biography == | === Later films ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Wildlife_photography,wildlife photography,119,121,0.9999999999990052,0.0,1,9,== Biography == | === Later films ===
http://dbpedia.org/class/yago/Animal100015388,http://dbpedia.org/resource/Wildlife_photography,wildlife photography,119,121,0.9999999999990052,0.0,1,9,== Biography == | === Later films ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Wildlife_photography,wildlife photography,119,121,0.9999999999990052,0.0,1,9,== Biography == | === Later films ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Wildlife_photography,wildlife photography,119,121,0.9999999999990052,0.0,1,9,== Biography == | === Later films ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Wildlife_photography,wildlife photography,119,121,0.9999999999990052,0.0,1,9,== Biography == | === Later films ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Wildlife_photography,wildlife photography,119,121,0.9999999999990052,0.0,1,9,== Biography == | === Later films ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Wildlife_photography,wildlife photography,119,121,0.9999999999990052,0.0,1,9,== Biography == | === Later films ===
