types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Frizzle_Sizzle,Frizzle Sizzle,19,115,1.0,0.0,1,5,== Career == | === After Eurovision ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Frizzle_Sizzle,Frizzle Sizzle,19,115,1.0,0.0,1,5,== Career == | === After Eurovision ===
http://dbpedia.org/class/yago/WikicatDutchGirlGroups,http://dbpedia.org/resource/Frizzle_Sizzle,Frizzle Sizzle,19,115,1.0,0.0,1,5,== Career == | === After Eurovision ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Frizzle_Sizzle,Frizzle Sizzle,19,115,1.0,0.0,1,5,== Career == | === After Eurovision ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Frizzle_Sizzle,Frizzle Sizzle,19,115,1.0,0.0,1,5,== Career == | === After Eurovision ===
http://dbpedia.org/class/yago/WikicatGirlGroups,http://dbpedia.org/resource/Frizzle_Sizzle,Frizzle Sizzle,19,115,1.0,0.0,1,5,== Career == | === After Eurovision ===
