types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatArtsOrganisationsBasedInTheUnitedKingdom,http://dbpedia.org/resource/Society_for_the_Promotion_of_New_Music,spnm,50,26,1.0,0.0,0,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/WikicatContemporaryMusicOrganizations,http://dbpedia.org/resource/Society_for_the_Promotion_of_New_Music,spnm,50,26,1.0,0.0,0,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Society_for_the_Promotion_of_New_Music,spnm,50,26,1.0,0.0,0,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Society_for_the_Promotion_of_New_Music,spnm,50,26,1.0,0.0,0,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Society_for_the_Promotion_of_New_Music,spnm,50,26,1.0,0.0,0,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Society_for_the_Promotion_of_New_Music,spnm,50,26,1.0,0.0,0,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Society_for_the_Promotion_of_New_Music,spnm,50,26,1.0,0.0,0,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Society_for_the_Promotion_of_New_Music,spnm,50,26,1.0,0.0,0,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Society_for_the_Promotion_of_New_Music,spnm,50,26,1.0,0.0,0,12,== Career == | === Awards ===
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn1943,http://dbpedia.org/resource/Society_for_the_Promotion_of_New_Music,spnm,50,26,1.0,0.0,0,12,== Career == | === Awards ===
