types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/International_Primate_Protection_League,International Primate Protection League,23,143,1.0,0.0,0,19,== Career == | === Music ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/International_Primate_Protection_League,International Primate Protection League,23,143,1.0,0.0,0,19,== Career == | === Music ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/International_Primate_Protection_League,International Primate Protection League,23,143,1.0,0.0,0,19,== Career == | === Music ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/International_Primate_Protection_League,International Primate Protection League,23,143,1.0,0.0,0,19,== Career == | === Music ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/International_Primate_Protection_League,International Primate Protection League,23,143,1.0,0.0,0,19,== Career == | === Music ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/International_Primate_Protection_League,International Primate Protection League,23,143,1.0,0.0,0,19,== Career == | === Music ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/International_Primate_Protection_League,International Primate Protection League,23,143,1.0,0.0,0,19,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn1973,http://dbpedia.org/resource/International_Primate_Protection_League,International Primate Protection League,23,143,1.0,0.0,0,19,== Career == | === Music ===
