types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Cartography,mapmaking,3226,4,0.9999999911895544,0.0,1,10,== Career == | === Nagel Woman ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Cartography,mapmaking,3226,4,0.9999999911895544,0.0,1,10,== Career == | === Nagel Woman ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Cartography,mapmaking,3226,4,0.9999999911895544,0.0,1,10,== Career == | === Nagel Woman ===
