types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Harmonica,harp,5362,210,0.998088900776568,0.001909700963666,2,9,== Biography == | === Solo career ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Harmonica,harp,5362,210,0.998088900776568,0.001909700963666,2,9,== Biography == | === Solo career ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Harmonica,harp,5362,210,0.998088900776568,0.001909700963666,2,9,== Biography == | === Solo career ===
