types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Freedom_of_the_press,free press,2493,105,0.9999999999432418,0.0,7,20,== Career == | === 1950s ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Freedom_of_the_press,free press,2493,105,0.9999999999432418,0.0,7,20,== Career == | === 1950s ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Freedom_of_the_press,free press,2493,105,0.9999999999432418,0.0,7,20,== Career == | === 1950s ===
