types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Menya_language,menya,17,5,0.9999999602574556,0.0,0,22,== Works == | === Vocal ===
http://dbpedia.org/ontology/Language,http://dbpedia.org/resource/Menya_language,menya,17,5,0.9999999602574556,0.0,0,22,== Works == | === Vocal ===
http://dbpedia.org/class/yago/WikicatAnganLanguages,http://dbpedia.org/resource/Menya_language,menya,17,5,0.9999999602574556,0.0,0,22,== Works == | === Vocal ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Menya_language,menya,17,5,0.9999999602574556,0.0,0,22,== Works == | === Vocal ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Menya_language,menya,17,5,0.9999999602574556,0.0,0,22,== Works == | === Vocal ===
http://dbpedia.org/class/yago/Language106282651,http://dbpedia.org/resource/Menya_language,menya,17,5,0.9999999602574556,0.0,0,22,== Works == | === Vocal ===
