types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Ontology,ontology,2547,127,0.9999985631174956,1.344418312037316e-06,3,37,== Works == | === Opuscula sacra ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Ontology,ontology,2547,127,0.9999985631174956,1.344418312037316e-06,3,37,== Works == | === Opuscula sacra ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Ontology,ontology,2547,127,0.9999985631174956,1.344418312037316e-06,3,37,== Works == | === Opuscula sacra ===
