types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Optician,Optician,242,0,1.0,0.0,1,30,== Astronomy == | === Herschel's telescopes ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Optician,Optician,242,0,1.0,0.0,1,30,== Astronomy == | === Herschel's telescopes ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Optician,Optician,242,0,1.0,0.0,1,30,== Astronomy == | === Herschel's telescopes ===
