types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Chinese_zodiac,Chinese Horoscope,475,57,1.0,0.0,0,16,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/WikicatChineseCalendars,http://dbpedia.org/resource/Chinese_zodiac,Chinese Horoscope,475,57,1.0,0.0,0,16,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Chinese_zodiac,Chinese Horoscope,475,57,1.0,0.0,0,16,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Arrangement105726596,http://dbpedia.org/resource/Chinese_zodiac,Chinese Horoscope,475,57,1.0,0.0,0,16,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Calendar115173479,http://dbpedia.org/resource/Chinese_zodiac,Chinese Horoscope,475,57,1.0,0.0,0,16,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Chinese_zodiac,Chinese Horoscope,475,57,1.0,0.0,0,16,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Chinese_zodiac,Chinese Horoscope,475,57,1.0,0.0,0,16,== Discography == | === Solo albums ===
http://dbpedia.org/class/yago/Structure105726345,http://dbpedia.org/resource/Chinese_zodiac,Chinese Horoscope,475,57,1.0,0.0,0,16,== Discography == | === Solo albums ===
