types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Convention,http://dbpedia.org/resource/Cosmorama,Cosmorama,21,23,0.999999924910898,0.0,1,5,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/NaturalPhenomenon111408559,http://dbpedia.org/resource/Cosmorama,Cosmorama,21,23,0.999999924910898,0.0,1,5,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/OpticalIllusion111490463,http://dbpedia.org/resource/Cosmorama,Cosmorama,21,23,0.999999924910898,0.0,1,5,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/OpticalPhenomenon111490638,http://dbpedia.org/resource/Cosmorama,Cosmorama,21,23,0.999999924910898,0.0,1,5,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/Phenomenon100034213,http://dbpedia.org/resource/Cosmorama,Cosmorama,21,23,0.999999924910898,0.0,1,5,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Cosmorama,Cosmorama,21,23,0.999999924910898,0.0,1,5,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/PhysicalPhenomenon111419404,http://dbpedia.org/resource/Cosmorama,Cosmorama,21,23,0.999999924910898,0.0,1,5,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/Process100029677,http://dbpedia.org/resource/Cosmorama,Cosmorama,21,23,0.999999924910898,0.0,1,5,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/WikicatOpticalIllusions,http://dbpedia.org/resource/Cosmorama,Cosmorama,21,23,0.999999924910898,0.0,1,5,== Biography == | === Recordings ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTrinidadAndTobago,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/WikicatBeachesOfTrinidadAndTobago,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/Beach109217230,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/GeologicalFormation109287968,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Toco,Toco,58,120,0.7310642336787847,0.3678686448772392,0,6,== Biography == | === Recordings ===
