types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/WikicatPoliticalIdeologies,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/WikicatPoliticalPartiesEstablishedIn2000,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/WikicatPoliticalPartiesInItaly,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/WikicatPoliticalTheories,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/WikicatNationalistParties,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/Attitude106193203,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/Orientation106208021,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/Party108256968,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/PoliticalOrientation106212839,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
http://dbpedia.org/class/yago/WikicatFar-rightPoliticalParties,http://dbpedia.org/resource/Right-wing_politics,Right wing,6114,0,0.9101382401432958,0.0908148471072488,0,85,== References == | === Sources ===
