types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/The_Weston_&_Somerset_Mercury,Weston & Somerset Mercury,14,22,1.0,0.0,6,5,== Career == | === Stand-up comedy ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/The_Weston_&_Somerset_Mercury,Weston & Somerset Mercury,14,22,1.0,0.0,6,5,== Career == | === Stand-up comedy ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/The_Weston_&_Somerset_Mercury,Weston & Somerset Mercury,14,22,1.0,0.0,6,5,== Career == | === Stand-up comedy ===
http://dbpedia.org/class/yago/Newspaper106267145,http://dbpedia.org/resource/The_Weston_&_Somerset_Mercury,Weston & Somerset Mercury,14,22,1.0,0.0,6,5,== Career == | === Stand-up comedy ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/The_Weston_&_Somerset_Mercury,Weston & Somerset Mercury,14,22,1.0,0.0,6,5,== Career == | === Stand-up comedy ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/The_Weston_&_Somerset_Mercury,Weston & Somerset Mercury,14,22,1.0,0.0,6,5,== Career == | === Stand-up comedy ===
http://dbpedia.org/class/yago/Press106263369,http://dbpedia.org/resource/The_Weston_&_Somerset_Mercury,Weston & Somerset Mercury,14,22,1.0,0.0,6,5,== Career == | === Stand-up comedy ===
http://dbpedia.org/class/yago/PrintMedia106263609,http://dbpedia.org/resource/The_Weston_&_Somerset_Mercury,Weston & Somerset Mercury,14,22,1.0,0.0,6,5,== Career == | === Stand-up comedy ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/The_Weston_&_Somerset_Mercury,Weston & Somerset Mercury,14,22,1.0,0.0,6,5,== Career == | === Stand-up comedy ===
http://dbpedia.org/class/yago/WikicatNewspapersPublishedInSomerset,http://dbpedia.org/resource/The_Weston_&_Somerset_Mercury,Weston & Somerset Mercury,14,22,1.0,0.0,6,5,== Career == | === Stand-up comedy ===
