types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Family,Akron / Family,5671,117,1.0,0.0,0,22,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Family,Akron / Family,5671,117,1.0,0.0,0,22,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Family,Akron / Family,5671,117,1.0,0.0,0,22,== Discography == | === Collaborations ===
