types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAssociationFootballDefenders,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatAssociationFootballPositions,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/ontology/Athlete,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/Defender109614684,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/Point108620061,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/Position108621598,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/Preserver110466918,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Defender_(association_football),CB,48901,69,0.5110513311025497,0.8194610217869557,0,50,== Solo discography == | === Singles ===
